0.4585,0.32367
0.3238,0.45787
0.52,0.42495
0.37081,0.42039
0.6116,0.45727
0.42646,0.42497
0.37322,0.62924
0.60367,0.35129
0.50389,0.4887
0.40833,0.48063
0.36587,0.48363
0.39783,0.39923
0.57242,0.37866
0.59007,0.64259
0.52776,0.40387
0.41899,0.39873
0.53129,0.30963
0.68148,0.47814
0.66915,0.45337
0.38583,0.49923
0.48613,0.6791
0.60838,0.48288
0.56821,0.48248
0.50695,0.40659
0.42567,0.35446
0.62378,0.57334
0.58815,0.45146
0.30747,0.47874
0.63314,0.39233
0.53119,0.57802
0.64272,0.39656
0.34837,0.59206
0.39429,0.34129
0.36119,0.44735
0.53629,0.48549
0.45747,0.54698
0.618,0.34634
0.354,0.59471
0.52889,0.41651
0.68506,0.42842
0.44629,0.60387
0.66457,0.54768
0.41122,0.44875
0.56785,0.37693
0.61434,0.54246
0.51144,0.55284
0.49651,0.64957
0.46457,0.63684
0.55204,0.40407
0.3791,0.39545
0.42854,0.35462
0.48142,0.44968
0.52,0.51618
0.6604,0.53539
0.44805,0.55557
0.66016,0.53101
0.58381,0.4002
0.4256,0.58201
0.60038,0.60309
0.37117,0.54633
0.54438,0.48694
0.64837,0.49739
0.42383,0.6315
0.36494,0.576
0.62347,0.486
0.55382,0.50051
0.47198,0.69201
0.47792,0.47003
0.48753,0.44824
0.66566,0.59951
0.51219,0.42688
0.47755,0.30969
0.36103,0.5533
0.33554,0.5432
0.56965,0.33251
0.64063,0.5219
0.6285,0.58194
0.54849,0.68414
0.65102,0.39799
0.44349,0.6706
0.62437,0.45801
0.35492,0.44241
0.52282,0.63239
0.41338,0.32342
0.463,0.42809
0.40793,0.51751
0.61149,0.39629
0.49806,0.36531
0.42399,0.55446
0.33259,0.59771
0.61227,0.57301
0.50612,0.40168
0.31288,0.45375
0.40424,0.35462
0.47495,0.51897
0.65512,0.58546
0.60443,0.33692
0.35088,0.37025
0.37124,0.53276
0.35285,0.40977
0.58924,0.51547
0.60221,0.43024
0.37047,0.60699
0.61011,0.56303
0.57083,0.56388
0.60323,0.44356
0.49412,0.69114
0.54012,0.4259
0.5457,0.50912
0.47584,0.47991
0.34979,0.62237
0.50229,0.44977
0.4092,0.60338
0.39576,0.52913
0.34164,0.46881
0.41162,0.50318
0.65717,0.38119
0.66433,0.38984
0.66101,0.49567
0.54369,0.54422
0.41849,0.44362
0.51081,0.67283
0.61251,0.613
0.48982,0.44078
0.531,0.60918
0.39481,0.53769
0.3623,0.48846
0.39781,0.65108
0.4291,0.36983
0.31045,0.52984
0.61476,0.45908
0.58177,0.42197
0.554,0.69134
0.38264,0.34583
0.51861,0.47493
0.53301,0.57706
0.68191,0.56085
0.66374,0.47472
0.57027,0.46553
0.40364,0.41153
0.65797,0.47571
0.63477,0.53806
0.48648,0.66256
0.57795,0.0086675
0.162,0.25054
0.71916,0.093206
0.63804,0.077143
0.87371,0.71597
0.94724,0.30432
0.96692,0.54428
0.68594,0.087843
0.70901,0.054499
0.72238,0.10898
0.89066,0.65746
0.23847,0.8769
0.5579,0.90812
